"Name","Start","End","Duration","Process"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 11:18:30 AM","7/12/2013 11:18:36 AM","0:00:06","Microsoft Outlook"
"Untitled - Message (HTML) ","7/12/2013 11:18:36 AM","7/12/2013 11:18:42 AM","0:00:06","Microsoft Outlook"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 11:18:42 AM","7/12/2013 11:18:55 AM","0:00:13","Microsoft Outlook"
"An important landmark in scientific publishing - Karten - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:18:55 AM","7/12/2013 11:19:15 AM","0:00:20","Google Chrome"
"Biolucida Cloud | MBF Bioscience - Google Chrome","7/12/2013 11:19:15 AM","7/12/2013 11:21:11 AM","0:01:56","Google Chrome"
"GENSATcreBrains.biolucida.net: Home - Google Chrome","7/12/2013 11:21:11 AM","7/12/2013 11:21:21 AM","0:00:10","Google Chrome"
"GENSATcreBrains.biolucida.net: Home - Google Chrome","7/12/2013 11:21:21 AM","7/12/2013 11:21:54 AM","0:00:33","Google Chrome"
"Biolucida Viewer - InstallShield Wizard","7/12/2013 11:21:54 AM","7/12/2013 11:22:02 AM","0:00:08","Biolucida Viewer"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/12/2013 11:22:02 AM","7/12/2013 11:22:15 AM","0:00:13","Microsoft Outlook"
"Allen Mouse Brain Atlas - Brain Explorer® 2","7/12/2013 11:22:15 AM","7/12/2013 11:22:20 AM","0:00:05","Brain Explorer 2"
"Biolucida Viewer - InstallShield Wizard","7/12/2013 11:22:20 AM","7/12/2013 11:22:38 AM","0:00:18","Biolucida Viewer"
"BiolucidaViewer","7/12/2013 11:22:38 AM","7/12/2013 11:22:44 AM","0:00:06","BiolucidaViewer"
"Open Cloud","7/12/2013 11:22:44 AM","7/12/2013 11:22:57 AM","0:00:13","BiolucidaViewer"
"Biolucida Cloud Viewer","7/12/2013 11:22:57 AM","7/12/2013 11:23:15 AM","0:00:18","BiolucidaViewer"
"GENSATcreBrains.biolucida.net: Home - Google Chrome","7/12/2013 11:23:15 AM","7/12/2013 11:23:21 AM","0:00:06","Google Chrome"
"GENSATcreBrains.biolucida.net: Home - Google Chrome","7/12/2013 11:23:21 AM","7/12/2013 11:23:31 AM","0:00:10","Google Chrome"
"is biolucida free - Google Search - Google Chrome","7/12/2013 11:23:31 AM","7/12/2013 11:23:38 AM","0:00:07","Google Chrome"
"Biolucida Cloud | MBF Bioscience - Google Chrome","7/12/2013 11:23:38 AM","7/12/2013 11:23:47 AM","0:00:09","Google Chrome"
"Untitled - Message (HTML) ","7/12/2013 11:23:47 AM","7/12/2013 11:23:55 AM","0:00:08","Microsoft Outlook"
"interest in biolucida cloud - Message (HTML) ","7/12/2013 11:23:55 AM","7/12/2013 11:25:14 AM","0:01:19","Microsoft Outlook"
"Biolucida Cloud | MBF Bioscience - Google Chrome","7/12/2013 11:25:14 AM","7/12/2013 11:25:28 AM","0:00:14","Google Chrome"
"Biolucida Free Trial | MBF Bioscience - Google Chrome","7/12/2013 11:25:28 AM","7/12/2013 11:25:37 AM","0:00:09","Google Chrome"
"Biolucida for Research | MBF Bioscience - Google Chrome","7/12/2013 11:25:37 AM","7/12/2013 11:25:54 AM","0:00:17","Google Chrome"
"Biolucida for Medical Education | MBF Bioscience - Google Chrome","7/12/2013 11:25:54 AM","7/12/2013 11:26:10 AM","0:00:16","Google Chrome"
"About MBF Bioscience | MBF Bioscience - Google Chrome","7/12/2013 11:26:10 AM","7/12/2013 11:26:42 AM","0:00:32","Google Chrome"
"Whole Slide Imaging | MBF Bioscience - Google Chrome","7/12/2013 11:26:42 AM","7/12/2013 11:26:57 AM","0:00:15","Google Chrome"
"Virtual Tissue 3D Extension Module | MBF Bioscience - Google Chrome","7/12/2013 11:26:57 AM","7/12/2013 11:27:05 AM","0:00:08","Google Chrome"
"view-source:mbostock.github.io/d3/tutorial/circle.html - Google Chrome","7/12/2013 11:27:05 AM","7/12/2013 11:27:12 AM","0:00:07","Google Chrome"
"Biolucida Cloud Viewer","7/12/2013 11:27:12 AM","7/12/2013 11:27:18 AM","0:00:06","BiolucidaViewer"
"Connected to MBF Cloud as guest","7/12/2013 11:27:18 AM","7/12/2013 11:27:37 AM","0:00:19","BiolucidaViewer"
"Biolucida Cloud Viewer","7/12/2013 11:27:37 AM","7/12/2013 11:28:49 AM","0:01:12","BiolucidaViewer"
"Browser","7/12/2013 11:28:49 AM","7/12/2013 11:29:00 AM","0:00:11","BiolucidaViewer"
"An important landmark in scientific publishing - Karten - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:29:00 AM","7/12/2013 11:29:07 AM","0:00:07","Google Chrome"
"Churchland_NN_2013.pdf - Adobe Acrobat Pro","7/12/2013 11:29:07 AM","7/12/2013 11:29:16 AM","0:00:09","Adobe Acrobat"
"Biolucida Cloud Viewer","7/12/2013 11:29:16 AM","7/12/2013 11:29:24 AM","0:00:08","BiolucidaViewer"
"Connected to wiley.biolucida.net as guest","7/12/2013 11:29:24 AM","7/12/2013 11:29:41 AM","0:00:17","BiolucidaViewer"
"Biolucida Cloud Viewer","7/12/2013 11:29:41 AM","7/12/2013 11:30:24 AM","0:00:43","BiolucidaViewer"
"Connected to wiley.biolucida.net as guest","7/12/2013 11:30:24 AM","7/12/2013 11:30:32 AM","0:00:08","BiolucidaViewer"
"Biolucida Cloud Viewer","7/12/2013 11:30:32 AM","7/12/2013 11:31:06 AM","0:00:34","BiolucidaViewer"
"Connected to wiley.biolucida.net as guest","7/12/2013 11:31:06 AM","7/12/2013 11:31:28 AM","0:00:22","BiolucidaViewer"
"An important landmark in scientific publishing - Karten - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:31:28 AM","7/12/2013 11:31:39 AM","0:00:11","Google Chrome"
"Adobe Reader","7/12/2013 11:31:39 AM","7/12/2013 11:32:26 AM","0:00:47","Adobe Reader"
"An important landmark in scientific publishing - Karten - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:32:26 AM","7/12/2013 11:32:34 AM","0:00:08","Google Chrome"
"Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:32:34 AM","7/12/2013 11:33:05 AM","0:00:31","Google Chrome"
"Journal of Comparative Neurology - Volume 521, Issue 12 - 15 August 2013 - Wiley Online Library - Google Chrome","7/12/2013 11:33:05 AM","7/12/2013 11:33:57 AM","0:00:52","Google Chrome"
"Axon diversity of lamina I local-circuit neurons in the lumbar spinal cord - Szucs - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:33:57 AM","7/12/2013 11:34:02 AM","0:00:05","Google Chrome"
"Axon diversity of lamina I local-circuit neurons in the lumbar spinal cord - Szucs - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:34:02 AM","7/12/2013 11:34:13 AM","0:00:11","Google Chrome"
"MATLAB R2013a","7/12/2013 11:34:13 AM","7/12/2013 11:34:21 AM","0:00:08","MATLAB"
"Axon diversity of lamina I local-circuit neurons in the lumbar spinal cord - Szucs - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:34:21 AM","7/12/2013 11:35:52 AM","0:01:31","Google Chrome"
"Save As","7/12/2013 11:35:52 AM","7/12/2013 11:36:09 AM","0:00:17","Adobe Reader"
"Axon diversity of lamina I local-circuit neurons in the lumbar spinal cord - Szucs - 2013 - Journal of Comparative Neurology - Wiley Online Library - Google Chrome","7/12/2013 11:36:09 AM","7/12/2013 11:36:19 AM","0:00:10","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/12/2013 11:36:19 AM","7/12/2013 11:36:31 AM","0:00:12","Google Chrome"
"Progress","7/12/2013 11:36:31 AM","7/12/2013 11:36:36 AM","0:00:05","MATLAB"
"Program Manager","7/12/2013 11:36:36 AM","7/12/2013 11:36:47 AM","0:00:11","Microsoft® Windows® Operating System"
"2012 Science (E:)","7/12/2013 11:36:47 AM","7/12/2013 11:36:57 AM","0:00:10","Microsoft® Windows® Operating System"
"Deconvolved images","7/12/2013 11:36:57 AM","7/12/2013 11:37:24 AM","0:00:27","Microsoft® Windows® Operating System"
"HP DATA","7/12/2013 11:37:24 AM","7/12/2013 11:37:38 AM","0:00:14","Microsoft® Windows® Operating System"
"Program Manager","7/12/2013 11:37:38 AM","7/12/2013 11:38:02 AM","0:00:24","Microsoft® Windows® Operating System"
"Start menu","7/12/2013 11:38:02 AM","7/12/2013 11:38:08 AM","0:00:06","Microsoft® Windows® Operating System"
"Fiji","7/12/2013 11:38:08 AM","7/12/2013 11:38:20 AM","0:00:12","fiji-win64"
"Information","7/12/2013 11:38:20 AM","7/12/2013 11:38:26 AM","0:00:06","fiji-win64"
"Fiji.app","7/12/2013 11:38:26 AM","7/12/2013 11:38:31 AM","0:00:05","Microsoft® Windows® Operating System"
"Fiji","7/12/2013 11:38:31 AM","7/12/2013 11:38:41 AM","0:00:10","fiji-win64"
"Up-to-date check","7/12/2013 11:38:41 AM","7/12/2013 11:38:49 AM","0:00:08","fiji-win64"
"Fiji.app","7/12/2013 11:38:49 AM","7/12/2013 11:38:58 AM","0:00:09","Microsoft® Windows® Operating System"
"Open","7/12/2013 11:38:58 AM","7/12/2013 11:39:06 AM","0:00:08","fiji-win64"
"Fiji","7/12/2013 11:39:06 AM","7/12/2013 11:39:15 AM","0:00:09","fiji-win64"
"Open","7/12/2013 11:39:15 AM","7/12/2013 11:39:27 AM","0:00:12","fiji-win64"
"Bio-Formats Import Options","7/12/2013 11:39:27 AM","7/12/2013 11:39:38 AM","0:00:11","fiji-win64"
"011910c2.ics (75%)","7/12/2013 11:39:38 AM","7/12/2013 11:39:50 AM","0:00:12","fiji-win64"
"Fiji","7/12/2013 11:39:50 AM","7/12/2013 11:40:17 AM","0:00:27","fiji-win64"
"Bio-Formats Import Options","7/12/2013 11:40:17 AM","7/12/2013 11:40:37 AM","0:00:20","fiji-win64"
"040810c1.ics - C=0 (75%)","7/12/2013 11:40:37 AM","7/12/2013 11:41:18 AM","0:00:41","fiji-win64"
"PERKELAB_BACKUP","7/12/2013 11:41:18 AM","7/12/2013 11:41:24 AM","0:00:06","Microsoft® Windows® Operating System"
"cell_060509_c8.oif.files","7/12/2013 11:41:24 AM","7/12/2013 11:41:30 AM","0:00:06","Microsoft® Windows® Operating System"
"Deconvolved images","7/12/2013 11:41:30 AM","7/12/2013 11:41:40 AM","0:00:10","Microsoft® Windows® Operating System"
"031809c3 Properties","7/12/2013 11:41:40 AM","7/12/2013 11:41:52 AM","0:00:12","Microsoft® Windows® Operating System"
"Fiji","7/12/2013 11:41:52 AM","7/12/2013 11:41:57 AM","0:00:05","fiji-win64"
"Open","7/12/2013 11:41:57 AM","7/12/2013 11:42:20 AM","0:00:23","fiji-win64"
"Bio-Formats Import Options","7/12/2013 11:42:20 AM","7/12/2013 11:42:25 AM","0:00:05","fiji-win64"
"032009c1.ics - C=0 (75%)","7/12/2013 11:42:25 AM","7/12/2013 11:42:47 AM","0:00:22","fiji-win64"
"Fiji.app","7/12/2013 11:42:47 AM","7/12/2013 11:42:52 AM","0:00:05","Microsoft® Windows® Operating System"
"MATLAB R2013a","7/12/2013 11:42:52 AM","7/12/2013 11:42:59 AM","0:00:07","MATLAB"
"Editor","7/12/2013 11:42:59 AM","7/12/2013 11:43:10 AM","0:00:11","MATLAB"
"MATLAB R2013a","7/12/2013 11:43:10 AM","7/12/2013 11:43:39 AM","0:00:29","MATLAB"
"Editor","7/12/2013 11:43:39 AM","7/12/2013 11:43:51 AM","0:00:12","MATLAB"
"MATLAB R2013a","7/12/2013 11:43:51 AM","7/12/2013 11:44:58 AM","0:01:07","MATLAB"
"Editor","7/12/2013 11:44:58 AM","7/12/2013 11:46:05 AM","0:01:07","MATLAB"
"MATLAB R2013a","7/12/2013 11:46:05 AM","7/12/2013 11:46:11 AM","0:00:06","MATLAB"
"Editor","7/12/2013 11:46:11 AM","7/12/2013 11:46:19 AM","0:00:08","MATLAB"
"MATLAB R2013a","7/12/2013 11:46:19 AM","7/12/2013 11:49:00 AM","0:02:41","MATLAB"
"Editor","7/12/2013 11:49:00 AM","7/12/2013 11:49:45 AM","0:00:45","MATLAB"
"MATLAB R2013a","7/12/2013 11:49:45 AM","7/12/2013 11:49:53 AM","0:00:08","MATLAB"
"Start menu","7/12/2013 11:49:53 AM","7/12/2013 11:50:04 AM","0:00:11","Microsoft® Windows® Operating System"
"Days of Recording","7/12/2013 11:50:04 AM","7/12/2013 11:51:56 AM","0:01:52","Microsoft® Windows® Operating System"
"Single_Day_Record_Analysis","7/12/2013 11:51:56 AM","7/12/2013 11:52:22 AM","0:00:26","Microsoft® Windows® Operating System"
"Editor","7/12/2013 11:52:22 AM","7/12/2013 11:53:01 AM","0:00:39","MATLAB"
"Days of Recording","7/12/2013 11:53:01 AM","7/12/2013 11:53:09 AM","0:00:08","Microsoft® Windows® Operating System"
"Editor","7/12/2013 11:53:09 AM","7/12/2013 11:53:55 AM","0:00:46","MATLAB"
"Select File for Save As","7/12/2013 11:53:55 AM","7/12/2013 11:54:20 AM","0:00:25","MATLAB"
"Editor","7/12/2013 11:54:20 AM","7/12/2013 11:54:48 AM","0:00:28","MATLAB"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/12/2013 1:21:51 PM","7/12/2013 1:21:58 PM","0:00:07","Microsoft Outlook"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 1:21:58 PM","7/12/2013 1:22:29 PM","0:00:31","Microsoft Outlook"
"Editor","7/12/2013 1:22:29 PM","7/12/2013 1:24:16 PM","0:01:47","MATLAB"
"MATLAB R2013a","7/12/2013 1:24:16 PM","7/12/2013 1:24:41 PM","0:00:25","MATLAB"
"Editor","7/12/2013 1:24:41 PM","7/12/2013 1:26:30 PM","0:01:49","MATLAB"
"Document1 - Word","7/12/2013 1:26:30 PM","7/12/2013 1:26:35 PM","0:00:05","Microsoft Office 2013"
"Neuroethology Class - OneNote","7/12/2013 1:26:35 PM","7/12/2013 1:26:59 PM","0:00:24","Microsoft OneNote"
"Microsoft OneNote","7/12/2013 1:26:59 PM","7/12/2013 1:27:04 PM","0:00:05","Microsoft OneNote"
"Document1 - Word","7/12/2013 2:40:15 PM","7/12/2013 2:40:20 PM","0:00:05","Microsoft Office 2013"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 2:40:20 PM","7/12/2013 2:41:46 PM","0:01:26","Microsoft Outlook"
"Microsoft Outlook","7/12/2013 2:41:46 PM","7/12/2013 2:41:51 PM","0:00:05","Microsoft Outlook"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 2:41:51 PM","7/12/2013 2:41:58 PM","0:00:07","Microsoft Outlook"
"Hope For The Dying - Aletheia - My Library - Google Play - Google Chrome","7/12/2013 2:41:58 PM","7/12/2013 2:42:06 PM","0:00:08","Google Chrome"
"Sent Items - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 2:42:06 PM","7/12/2013 2:42:14 PM","0:00:08","Microsoft Outlook"
"MATLAB R2013a","7/12/2013 2:42:14 PM","7/12/2013 2:42:38 PM","0:00:24","MATLAB"
"Editor","7/12/2013 2:42:38 PM","7/12/2013 2:43:12 PM","0:00:34","MATLAB"
"MATLAB R2013a","7/12/2013 2:43:12 PM","7/12/2013 2:43:28 PM","0:00:16","MATLAB"
"Editor","7/12/2013 2:43:28 PM","7/12/2013 2:45:35 PM","0:02:07","MATLAB"
"MATLAB R2013a","7/12/2013 2:45:35 PM","7/12/2013 2:46:03 PM","0:00:28","MATLAB"
"Editor","7/12/2013 2:46:03 PM","7/12/2013 2:48:18 PM","0:02:15","MATLAB"
"The Lost - Hope For The Dying - My Library - Google Play - Google Chrome","7/12/2013 2:48:18 PM","7/12/2013 2:48:28 PM","0:00:10","Google Chrome"
"The Lost - Hope For The Dying - My Library - Google Play - Google Chrome","7/12/2013 2:48:28 PM","7/12/2013 2:48:33 PM","0:00:05","Google Chrome"
"Editor","7/12/2013 2:48:33 PM","7/12/2013 2:51:12 PM","0:02:39","MATLAB"
"Engram (G:)","7/12/2013 2:51:12 PM","7/12/2013 2:51:21 PM","0:00:09","Microsoft® Windows® Operating System"
"Days of Recording","7/12/2013 2:51:21 PM","7/12/2013 2:51:48 PM","0:00:27","Microsoft® Windows® Operating System"
"Editor","7/12/2013 2:51:48 PM","7/12/2013 2:52:15 PM","0:00:27","MATLAB"
"Days of Recording","7/12/2013 2:52:15 PM","7/12/2013 2:52:29 PM","0:00:14","Microsoft® Windows® Operating System"
"Editor","7/12/2013 2:52:29 PM","7/12/2013 2:52:42 PM","0:00:13","MATLAB"
"Days of Recording","7/12/2013 2:52:42 PM","7/12/2013 2:52:47 PM","0:00:05","Microsoft® Windows® Operating System"
"Editor","7/12/2013 2:52:47 PM","7/12/2013 2:52:57 PM","0:00:10","MATLAB"
"Days of Recording","7/12/2013 2:52:57 PM","7/12/2013 2:53:13 PM","0:00:16","Microsoft® Windows® Operating System"
"Editor","7/12/2013 2:53:13 PM","7/12/2013 2:58:29 PM","0:05:16","MATLAB"
"MATLAB R2013a","7/12/2013 2:58:29 PM","7/12/2013 2:58:46 PM","0:00:17","MATLAB"
"Editor","7/12/2013 2:58:46 PM","7/12/2013 3:04:31 PM","0:05:45","MATLAB"
"MATLAB R2013a","7/12/2013 3:04:31 PM","7/12/2013 3:04:55 PM","0:00:24","MATLAB"
"Editor","7/12/2013 3:04:55 PM","7/12/2013 3:05:58 PM","0:01:03","MATLAB"
"Days of Recording","7/12/2013 3:05:58 PM","7/12/2013 3:06:06 PM","0:00:08","Microsoft® Windows® Operating System"
"Editor","7/12/2013 3:06:06 PM","7/12/2013 3:06:46 PM","0:00:40","MATLAB"
"MATLAB R2013a","7/12/2013 3:06:46 PM","7/12/2013 3:06:59 PM","0:00:13","MATLAB"
"Editor","7/12/2013 3:06:59 PM","7/12/2013 3:07:15 PM","0:00:16","MATLAB"
"MATLAB R2013a","7/12/2013 3:07:15 PM","7/12/2013 3:08:06 PM","0:00:51","MATLAB"
"Editor","7/12/2013 3:08:06 PM","7/12/2013 3:08:13 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/12/2013 3:08:13 PM","7/12/2013 3:08:59 PM","0:00:46","MATLAB"
"Lonely Unfinished - David J Roch - My Library - Google Play - Google Chrome","7/12/2013 3:08:59 PM","7/12/2013 3:09:04 PM","0:00:05","Google Chrome"
"matlab exist - Google Search - Google Chrome","7/12/2013 3:09:04 PM","7/12/2013 3:09:11 PM","0:00:07","Google Chrome"
"Check existence of variable, function, folder, or class - MATLAB exist - Google Chrome","7/12/2013 3:09:11 PM","7/12/2013 3:09:48 PM","0:00:37","Google Chrome"
"MATLAB R2013a","7/12/2013 3:09:48 PM","7/12/2013 3:10:24 PM","0:00:36","MATLAB"
"Determine whether input is structure array field - MATLAB isfield - Google Chrome","7/12/2013 3:10:24 PM","7/12/2013 3:10:29 PM","0:00:05","Google Chrome"
"MATLAB R2013a","7/12/2013 3:10:29 PM","7/12/2013 3:11:08 PM","0:00:39","MATLAB"
"Editor","7/12/2013 3:11:08 PM","7/12/2013 3:12:56 PM","0:01:48","MATLAB"
"MATLAB R2013a","7/12/2013 3:12:56 PM","7/12/2013 3:13:11 PM","0:00:15","MATLAB"
"Editor","7/12/2013 3:13:11 PM","7/12/2013 3:13:36 PM","0:00:25","MATLAB"
"MATLAB R2013a","7/12/2013 3:13:36 PM","7/12/2013 3:14:39 PM","0:01:03","MATLAB"
"Editor","7/12/2013 3:14:39 PM","7/12/2013 3:15:10 PM","0:00:31","MATLAB"
"MATLAB R2013a","7/12/2013 3:15:10 PM","7/12/2013 3:15:21 PM","0:00:11","MATLAB"
"Editor","7/12/2013 3:15:21 PM","7/12/2013 3:15:55 PM","0:00:34","MATLAB"
"Figure 2","7/12/2013 3:15:55 PM","7/12/2013 3:16:00 PM","0:00:05","MATLAB"
"Editor","7/12/2013 3:16:00 PM","7/12/2013 3:16:18 PM","0:00:18","MATLAB"
"MATLAB R2013a","7/12/2013 3:16:18 PM","7/12/2013 3:16:44 PM","0:00:26","MATLAB"
"Editor","7/12/2013 3:16:44 PM","7/12/2013 3:18:02 PM","0:01:18","MATLAB"
"Program Manager","7/12/2013 3:18:02 PM","7/12/2013 3:18:07 PM","0:00:05","Microsoft® Windows® Operating System"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/12/2013 3:18:07 PM","7/12/2013 3:18:27 PM","0:00:20","Microsoft Outlook"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/12/2013 3:18:27 PM","7/12/2013 3:18:56 PM","0:00:29","Microsoft Outlook"
"Tom Finger - My Outlook Data File(1) - Outlook","7/12/2013 3:18:56 PM","7/12/2013 3:19:02 PM","0:00:06","Microsoft Outlook"
"Editor","7/12/2013 3:19:02 PM","7/12/2013 3:19:22 PM","0:00:20","MATLAB"
"MATLAB R2013a","7/12/2013 3:19:22 PM","7/12/2013 3:19:37 PM","0:00:15","MATLAB"
"Editor","7/12/2013 3:19:37 PM","7/12/2013 3:20:14 PM","0:00:37","MATLAB"
"Figure 2","7/12/2013 3:20:14 PM","7/12/2013 3:20:19 PM","0:00:05","MATLAB"
"Editor","7/12/2013 3:20:19 PM","7/12/2013 3:20:39 PM","0:00:20","MATLAB"
"MATLAB R2013a","7/12/2013 3:20:39 PM","7/12/2013 3:20:57 PM","0:00:18","MATLAB"
"Neurophysiology_Database","7/12/2013 3:20:57 PM","7/12/2013 3:21:03 PM","0:00:06","Microsoft® Windows® Operating System"
"Editor","7/12/2013 3:21:03 PM","7/12/2013 3:21:12 PM","0:00:09","MATLAB"
"Days of Recording","7/12/2013 3:21:12 PM","7/12/2013 3:21:19 PM","0:00:07","Microsoft® Windows® Operating System"
"Editor","7/12/2013 3:21:19 PM","7/12/2013 3:21:56 PM","0:00:37","MATLAB"
"Figure 1","7/12/2013 3:21:56 PM","7/12/2013 3:22:02 PM","0:00:06","MATLAB"
"Editor","7/12/2013 3:22:02 PM","7/12/2013 3:22:53 PM","0:00:51","MATLAB"
"Determine whether input is structure array field - MATLAB isfield - Google Chrome","7/12/2013 3:22:53 PM","7/12/2013 3:23:02 PM","0:00:09","Google Chrome"
"Brain Explorer :: Allen Brain Atlas: Mouse Connectivity - Google Chrome","7/12/2013 3:23:02 PM","7/12/2013 3:23:17 PM","0:00:15","Google Chrome"
"Untitled - Message (HTML) ","7/12/2013 3:23:17 PM","7/12/2013 3:23:31 PM","0:00:14","Microsoft Outlook"
"brain explorer 2 - Message (HTML) ","7/12/2013 3:23:31 PM","7/12/2013 3:23:36 PM","0:00:05","Microsoft Outlook"
"www.nature.com/neuro/journal/v16/n7/pdf/nn.3424.pdf - Google Chrome","7/12/2013 3:23:36 PM","7/12/2013 3:23:41 PM","0:00:05","Google Chrome"
"objectivelens - Journal ETOCs - Google Chrome","7/12/2013 3:23:41 PM","7/12/2013 3:23:47 PM","0:00:06","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/12/2013 3:23:47 PM","7/12/2013 3:23:53 PM","0:00:06","Google Chrome"
"Frank Johnson's publication list was updated - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/12/2013 3:23:53 PM","7/12/2013 3:23:58 PM","0:00:05","Google Chrome"
"(1) Frank Johnson - ResearchGate - Google Chrome","7/12/2013 3:23:58 PM","7/12/2013 3:24:13 PM","0:00:15","Google Chrome"
"Auditory-dependent vocal recovery in adult male zebra finches is facilitated by lesion of a forebrain pathway that includes the basal ganglia. - Google Chrome","7/12/2013 3:24:13 PM","7/12/2013 3:24:41 PM","0:00:28","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/12/2013 3:24:41 PM","7/12/2013 3:24:54 PM","0:00:13","Google Chrome"
"12 hours left: Learn the hottest skills at 50% off! - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/12/2013 3:24:54 PM","7/12/2013 3:25:03 PM","0:00:09","Google Chrome"
"Project Update #5: Taco: Basecamp to Zendesk, all your tasks in one place by Taco - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/12/2013 3:25:03 PM","7/12/2013 3:25:25 PM","0:00:22","Google Chrome"
